id,replyCount,likeCount,publishedAt,authorName,text,authorChannelId,authorChannelUrl,isReply,isReplyTo,isReplyToName
UgxZ0u0IEF_XoPrlvdZ4AaABAg,2,1,"2025-12-04 02:32:25",@HonorJanas,"What’s this? Actual effort!?",UCcnF5koaPdfFanOn51uDhEQ,http://www.youtube.com/@HonorJanas,0,,
UgxZ0u0IEF_XoPrlvdZ4AaABAg.AQIIcLTIFpxAQSv-sZxatf,,0,"2025-12-08 05:28:58",@ZelXan,"It says Real Magic at the end. It means made by AI.",UCt2Xb8v69QBzeH6L7mVNjjg,http://www.youtube.com/@ZelXan,1,UgxZ0u0IEF_XoPrlvdZ4AaABAg,@HonorJanas
UgxZ0u0IEF_XoPrlvdZ4AaABAg.AQIIcLTIFpxAQSzIZZuC-n,,1,"2025-12-08 06:06:28",@HonorJanas,"*Special effects.",UCcnF5koaPdfFanOn51uDhEQ,http://www.youtube.com/@HonorJanas,1,UgxZ0u0IEF_XoPrlvdZ4AaABAg,@HonorJanas
Ugzc-_egx4nvVbAR_p54AaABAg,0,0,"2025-12-01 13:37:28",@margieerwin5798,"I love this commercial! ¡Feliz Navidad!",UCPB-SoCYAWM16QqxZNQ6U9Q,http://www.youtube.com/@margieerwin5798,0,,
Ugzmwu6pmEQjNoZy2NN4AaABAg,0,0,"2025-11-29 21:52:20",@Gousty93,"Que anuncio gerson",UCcT3hn_Y-RuDkY6B3308xFw,http://www.youtube.com/@Gousty93,0,,
UgwMIPHiDPVscCkAdXx4AaABAg,0,3,"2025-11-29 05:41:04",@alexbronynerfman,"There it is there’s the Christmas commercial I all need no AI just real person with a bottle of Coca-Cola for the holidays.",UCGV2_R4JYmx1xNn0ou6d2Mg,http://www.youtube.com/@alexbronynerfman,0,,
UgwHReaTYKv25_xJ6T54AaABAg,1,2,"2025-11-25 23:23:23",@Cooper-r9t,"These are the ads that make me wanna drink coke, not the ai slop ones.",UC5vlMPLpGkUm2qHaCYRilfQ,http://www.youtube.com/@Cooper-r9t,0,,
UgwHReaTYKv25_xJ6T54AaABAg.APyMcmMuuDWAQSuzGzSoFU,,0,"2025-12-08 05:28:44",@ZelXan,"It says Real Magic at the end. It means made by AI.",UCt2Xb8v69QBzeH6L7mVNjjg,http://www.youtube.com/@ZelXan,1,UgwHReaTYKv25_xJ6T54AaABAg,@Cooper-r9t
Ugx5OJ4zamSAPeqREnx4AaABAg,0,5,"2025-11-24 22:02:32",@adrianmarindiaz6378,"Este por lo menos no está hecho con ia",UCGW7G5uMu75BMw8Ef2bQEpw,http://www.youtube.com/@adrianmarindiaz6378,0,,
UgxroV21AqbtZBfk1-F4AaABAg,0,1,"2025-11-21 16:48:23",@Radioactivecookie4367,"Oh wow not AI",UCnDeEWfwI9bHE3_zIexv9ZA,http://www.youtube.com/@Radioactivecookie4367,0,,
UgzeqnavShQoMYycj014AaABAg,0,1,"2025-11-21 13:26:03",@PeteSkins,"That snow globe is full of the AI! Ruined my Christmas.",UCh8Z3oOBTQ57QexCGygO9Zg,http://www.youtube.com/@PeteSkins,0,,
Ugyv4ZlPld1GM_Kaosl4AaABAg,0,0,"2025-11-19 22:40:06",@jangafeed,"THIS… is what we wanna see",UCjMokSuK_o68DY9W48jywMw,http://www.youtube.com/@jangafeed,0,,
UgwAkmCo379G-t8jDXV4AaABAg,0,1,"2025-11-19 16:52:19",@Frederick-i5w,"Gut rot!!!",UCNQ0ZSaYUHyuydcEBDGHg0g,http://www.youtube.com/@Frederick-i5w,0,,
Ugy49SUdiW3Qkc8iZ7p4AaABAg,1,0,"2025-11-18 23:25:23",@Keagster6,"Wow so how easy it is to not use ai. 🖕",UCEFUcBhetJpp5AFIyH5BhVw,http://www.youtube.com/@Keagster6,0,,
